自動車メーカー,車種,型式,年式,適合詳細,スプリング,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,セット内容,備考,注意事項,定価,SET価格,,取付特記事項
CHEVROLET,MW,ME34S,01/01～02/05,エンジン形式:M13A<br>その他:2型,,35673,,73974,KYB-qq-e-i-1415,出さない,フロント:NST5244R/NST5244L 各1本<br>リア:NSF1043 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,出さない,,
CHEVROLET,MW,ME34S,03/01～06/01,"エンジン形式:M13A<br>その他:3型,4型",,35673,,70638,KYB-qq-e-i-1417,出さない,フロント:NST5244R/NST5244L 各1本<br>リア:NSF1048 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,出さない,,
CHEVROLET,MW,ME34S,06/01～10/12,"エンジン形式:M13A<br>その他:5型,6型,7型",,35673,,74508,KYB-qq-e-i-1416,出さない,フロント:NST5244R/NST5244L 各1本<br>リア:NSF1048 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,出さない,,
CHEVROLET,MW,ME63S,00/09～01/01,エンジン形式:K10A<br>その他:1型,,35673,,74507,KYB-qq-e-i-1413,出さない,フロント:NST5244R/NST5244L 各1本<br>リア:NSF1043 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,出さない,,
CHEVROLET,MW,ME64S,01/01～03/01,"エンジン形式:K10A<br>その他:2型,3型",,35673,,73973,KYB-qq-e-i-1414,出さない,フロント:NST5244R/NST5244L 各1本<br>リア:NSF1043 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,出さない,,
イスズ,アスカCX,BCM,91/12～93/05,グレード:CX<br>エンジン形式:EJ20D<br>外観形式:セダン<br>駆動:4WD<br>その他:アプライドC～D型,,63583,,74339,KYB-qq-e-i-4680,KYB-qq-e-d-i-4680,フロント:NST5121R/NST5121L 各1本<br>リア:NST5085R/NST5085L 各1本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,100000,78000,,
イスズ,ジェミニ,JT191F,90/02～,グレード:LOTUS<br>駆動:FF<br>その他:ABS装着車,,63583,,73513,KYB-qq-e-i-1962,KYB-qq-e-d-i-1962,フロント:NST5069R/NST5069L 各1本<br>リア:NST5071R/NST5071L 各1本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,100000,78000,,
イスズ,ジェミニ,JT191F,90/02～,グレード:LOTUS<br>駆動:FF<br>その他:除くABS装着車,,63583,,74548,KYB-qq-e-i-1963,KYB-qq-e-d-i-1963,フロント:NST5069R/NST5069L 各1本<br>リア:NST5070R/NST5070L 各1本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,100000,78000,,
イスズ,ジェミニ,JT191F,90/02～,グレード:イルムシャ<br>駆動:FF<br>その他:ABS装着車,,63583,,70866,KYB-qq-e-i-1964,KYB-qq-e-d-i-1964,フロント:NST5069R/NST5069L 各1本<br>リア:NST5071R/NST5071L 各1本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,100000,78000,,
イスズ,ジェミニ,JT191F,90/02～,グレード:イルムシャ<br>駆動:FF<br>その他:除くABS装着車,,63583,,70865,KYB-qq-e-i-1961,KYB-qq-e-d-i-1961,フロント:NST5069R/NST5069L 各1本<br>リア:NST5070R/NST5070L 各1本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,100000,78000,,
イスズ,ジェミニ,JT191S,90/02～,グレード:イルムシャR<br>駆動:4WD<br>その他:除くABS装着車,,63583,,71906,KYB-qq-e-i-1965,KYB-qq-e-d-i-1965,フロント:NST5069R/NST5069L 各1本<br>リア:NST5071R/NST5071L 各1本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,100000,78000,,
スズキ,Kei,HN11S,98/09～01/03,"エンジン形式:F6A<br>駆動:FF,4WD<br>その他:1～3型",,35673,,71629,KYB-qq-e-i-1418,KYB-qq-e-d-i-1418,フロント:NST5268R/NST5268L 各1本<br>リア:NSF1052 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200,,
スズキ,Kei,HN12S,01/03～01/11,"エンジン形式:K6A,F6A<br>駆動:FF,4WD<br>その他:4型",,35673,,73464,KYB-qq-e-i-1419,KYB-qq-e-d-i-1419,フロント:NST5268R/NST5268L 各1本<br>リア:NSF1052 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200,,
スズキ,Kei,HN21S,98/09～01/03,"エンジン形式:K6A<br>駆動:FF,4WD<br>その他:1～3型",,35673,,73465,KYB-qq-e-i-1420,KYB-qq-e-d-i-1420,フロント:NST5268R/NST5268L 各1本<br>リア:NSF1052 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200,,
スズキ,Kei,HN22S,01/04～03/08,"エンジン形式:K6A<br>駆動:FF,4WD<br>その他:4～6型",,35673,,71149,KYB-qq-e-i-1421,KYB-qq-e-d-i-1421,フロント:NST5268R/NST5268L 各1本<br>リア:NSF1052 2本,KYB,New SR SPECIAL,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200,,
スズキ,Kei,HN22S,03/09～,"グレード:A/B(ターボ)<br>エンジン形式:7～11型<br>駆動:FF,4WD",,35673,,71150,KYB-qq-e-i-1422,KYB-qq-e-d-i-1422,フロント:NST5355R/NST5355L 各1本<br>リア:NSF1052 2本,KYB,New SR SPECIAL,1台分,取付形状に違いがあります<br>本商品はフロント右側の純正品番が【41601-84H50】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,Keiワークス,HN22S,03/09～,"エンジン形式:7～11型<br>駆動:FF,4WD",,35673,,72154,KYB-qq-e-i-1423,KYB-qq-e-d-i-1423,フロント:NST5356R/NST5356L 各1本<br>リア:NSF1052 2本,KYB,New SR SPECIAL,1台分,取付形状に違いがあります<br>本商品はフロント右側の純正品番が【41601-84H60】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:スポーツ<br>駆動:FF,4WD<br>その他:リヤ純正品番…41800-73H00/-73HA0/-73HB0,1型",,35673,,71151,KYB-qq-e-i-1430,KYB-qq-e-d-i-1430,フロント:NST5243ZR/NST5243ZL 各1本<br>リア:NSF1042 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73HA0/73HB0/73H00(減衰力標準仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:スポーツ<br>駆動:FF,4WD<br>その他:リヤ純正品番…41800-73H10,1型",,35673,,74509,KYB-qq-e-i-1431,KYB-qq-e-d-i-1431,フロント:NST5243ZR/NST5243ZL 各1本<br>リア:NSF1042Z 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73H10/83H10(減衰力UP仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:スポーツ<br>駆動:FF,4WD<br>その他:リヤ純正品番…41800-73H20/-73H30,1型",,35673,,73468,KYB-qq-e-i-1432,KYB-qq-e-d-i-1432,フロント:NST5243ZR/NST5243ZL 各1本<br>リア:NSF1042A 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73H20/73H30(減衰力標準仕様・カラー幅=60mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:除くスポーツ<br>駆動:4WD<br>その他:リヤ純正品番…41800-73H00/-73HA0/-73HB0,1型",,35673,,71152,KYB-qq-e-i-1438,KYB-qq-e-d-i-1438,フロント:NST5243R/NST5243L 各1本<br>リア:NSF1042 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73HA0/73HB0/73H00(減衰力標準仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:除くスポーツ<br>駆動:4WD<br>その他:リヤ純正品番…41800-73H10,1型",,35673,,73975,KYB-qq-e-i-1427,KYB-qq-e-d-i-1427,フロント:NST5243R/NST5243L 各1本<br>リア:NSF1042Z 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73H10/83H10(減衰力UP仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:除くスポーツ<br>駆動:4WD<br>その他:リヤ純正品番…41800-73H20/-73H30,1型",,35673,,70641,KYB-qq-e-i-1433,KYB-qq-e-d-i-1433,フロント:NST5243R/NST5243L 各1本<br>リア:NSF1042A 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73H20/73H30(減衰力標準仕様・カラー幅=60mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:除くスポーツ<br>駆動:FF<br>その他:リヤ純正品番…41800-73H00/-73HA0/-73HB0,1型",,35673,,70639,KYB-qq-e-i-1424,KYB-qq-e-d-i-1424,フロント:NST5243R/NST5243L 各1本<br>リア:NSF1042 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73HA0/73HB0/73H00(減衰力標準仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:除くスポーツ<br>駆動:FF<br>その他:リヤ純正品番…41800-73H10,1型",,35673,,72944,KYB-qq-e-i-1426,KYB-qq-e-d-i-1426,フロント:NST5243R/NST5243L 各1本<br>リア:NSF1042Z 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73H10/83H10(減衰力UP仕様・カラー幅=32mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
スズキ,MRワゴン,MF21S,01/12～04/03,"グレード:除くスポーツ<br>駆動:FF<br>その他:リヤ純正品番…41800-73H20/-73H30,1型",,35673,,70640,KYB-qq-e-i-1429,KYB-qq-e-d-i-1429,フロント:NST5243R/NST5243L 各1本<br>リア:NSF1042A 2本,KYB,New SR SPECIAL,1台分,初年度登録遅れ等の理由により品番が異なる場合がありますので、純正品番(刻印)・形状を事前にご確認下さい<br>本商品は【刻印品番:41800-73H20/73H30(減衰力標準仕様・カラー幅=60mm)】の車両適合となります,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,54200,49200
