自動車メーカー,車種,型式,適合詳細,アッパーマウント(F/R),スプリングレート(F/R),車高データ(F|R)(-),販売価格,Campカカウk,商品ID,商品名,商品コード,メーカー名,仕様,定価,販売価格,工賃
ホンダ,オデッセイ,RB1,AFS付き可,リジット固定/純正使用,10kg/12kg,20/65|20/65,89600,,69758,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-46k,OVER TECH,複筒式,128000,89600,15000
ホンダ,オデッセイ,RB3,AFS付き可,リジット固定/純正使用,10kg/12kg,10/75|10/80,89600,,69759,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-47k,OVER TECH,複筒式,128000,89600,15000
ホンダ,フィット/フィットハイブリッド/シャトル,GD1/GD3,,純正使用/-,5kg/3.4kg,0/55|0/55,89600,,69756,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-44k,OVER TECH,複筒式,128000,89600,15000
ホンダ,フィット/フィットハイブリッド/シャトル,GE6/GE8/GP1,2WD,純正使用/-,5kg/3.4kg,0/60|0/55,89600,,69757,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-45k,OVER TECH,複筒式,128000,89600,15000
日産,エルグランド,E51,,リジット固定/-,9kg/10kg,0/70|12/45,89600,,69737,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-27k,OVER TECH,複筒式,128000,89600,15000
日産,ステージア,WGNC34,,リジット固定/リジット固定,8kg/7kg,20/60|20/60,89600,,69735,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-25k,OVER TECH,複筒式,128000,89600,15000
日産,セレナ,C25,,リジット固定/-,6kg/6kg,0/45|10/50,89600,,69736,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-26k,OVER TECH,複筒式,128000,89600,15000
スバル,インプレッサワゴン,GC8/GF8,,ピロ調整/リジット固定,7kg/5kg,15/65|15/65,89600,,69748,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-37k,OVER TECH,複筒式,128000,89600,18000
スバル,インプレッサワゴン,GDB,,ピロ調整/リジット固定,8kg/4kg,15/65|25/55,89600,,69749,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-38k,OVER TECH,複筒式,128000,89600,18000
スバル,フォレスター,SF5,,ピロ調整/リジット固定,7kg/6kg,25/65|25/65,89600,,69754,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-42k,OVER TECH,複筒式,128000,89600,18000
スバル,フォレスター,SG5,,ピロ調整/リジット固定,7kg/6kg,25/65|25/65,89600,,69755,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-43k,OVER TECH,複筒式,128000,89600,18000
スバル,レガシィツーリングワゴン,BG5/BD5,,ピロ調整/リジット調整,7kg/4kg,15/65|15/70,89600,,69750,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-39k,OVER TECH,複筒式,128000,89600,18000
スバル,レガシィツーリングワゴン,BH5/BE5,,ピロ調整/リジット固定,7kg/4kg,15/65|25/55,89600,,69752,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-40k,OVER TECH,複筒式,128000,89600,18000
スバル,レガシィツーリングワゴン,BP5,,ピロ調整/リジット固定,7kg/4kg,15/65|25/55,89600,,69753,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-41k,OVER TECH,複筒式,128000,89600,18000
トヨタ,アクア,NHP10,,純正使用/-,6kg/5kg,0/67|20/67,89600,,69741,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-30k,OVER TECH,複筒式,128000,89600,15000
トヨタ,アルファード,#NH10/#NH15,,純正使用/-,8kg/8kg,30/85|40/80,89600,,69742,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-31k,OVER TECH,複筒式,128000,89600,15000
トヨタ,アルファード/ヴェルファイア,##H20W,,純正使用/-,8kg/8kg,30/85|40/80,89600,,69743,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-32k,OVER TECH,複筒式,128000,89600,15000
トヨタ,エスティマ,##R50W,,純正使用/-,8kg/8kg,30/85|40/80,89600,,69745,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-34k,OVER TECH,複筒式,128000,89600,15000
トヨタ,エスティマ,#CR30/#CR40,,純正使用/-,8kg/8kg,30/85|40/80,89600,,69744,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-33k,OVER TECH,複筒式,128000,89600,15000
トヨタ,ノア/ヴォクシー,AZR60/AZR65G,,純正使用/-,7kg/8kg,10/65|20/65,89600,,69747,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-36k,OVER TECH,複筒式,128000,89600,15000
トヨタ,ノア/ヴォクシー,ZRR70G/ZRR75G,,純正使用/-,7kg/8kg,10/65|20/65,89600,,69746,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-35k,OVER TECH,複筒式,128000,89600,15000
トヨタ,プリウス,ZVW30,,純正使用/-,6kg/5kg,0/65|20/65,89600,,69738,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-28k,OVER TECH,複筒式,128000,89600,15000
トヨタ,プリウスα,ZVW41,,純正使用/-,6kg/5kg,0/66|20/66,89600,,69739,ストリートチューニングダンパー forミニバン,OT-sus-qq-e-h-29k,OVER TECH,複筒式,128000,89600,15000
