自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,掛け,入り送料,,規格1,パターン数,管理用コード
スズキ,スイフトスポーツ,ZC31S,M16A,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,71971,,292020,ORC-250L-SZ0101-qq-e-602k,ORC-250L-SZ0101,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。<br>強化プッシュロッドが付属されております。,,,100000,63,0,,,,
スバル,BRZ,ZC6,FA20,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,400Light,74065,,292006,400LD-TT1213-qq-e-553k,400LD-TT1213,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。,,,103000,63,0,,,,
スバル,BRZ,ZC6,FA20,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,400Light,71971,,292004,400L-TT1213-qq-e-554k,400L-TT1213,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。,,,100000,63,0,,,,
スバル,WRX,VAB,EJ20T,6MTのみ,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,291970,P400L-HP-SB0102-qq-e-561k,P400L-HP-SB0102,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,120000,63,0,,,,
スバル,インプレッサ,GC8,EJ20T,,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,292121,P400L-HP-SB0101-qq-e-568k,P400L-HP-SB0101,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。,,,120000,63,0,,,,
スバル,インプレッサ,GDB,EJ20T,6MTのみ,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,291971,P400L-HP-SB0102-qq-e-573k,P400L-HP-SB0102,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,120000,63,0,,,,
スバル,インプレッサ,GRB,EJ20T,6MTのみ,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,291972,P400L-HP-SB0102-qq-e-581k,P400L-HP-SB0102,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,120000,63,0,,,,
スバル,インプレッサ,GVB,EJ20T,,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,291973,P400L-HP-SB0102-qq-e-589k,P400L-HP-SB0102,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,120000,63,0,,,,
スバル,レガシィ,BG5/BH5,EJ20T,,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,292122,P400L-HP-SB0101-qq-e-597k,P400L-HP-SB0101,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。,,,120000,63,0,,,,
トヨタ,86,ZN6,FA20,,STD(標準圧着タイプ)<br>プッシュ式,シングル,400Light,71971,,292003,400L-TT1213-qq-e-198k,400L-TT1213,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。,,,100000,63,0,,,,
トヨタ,86,ZN6,FA20,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,400Light,74065,,291533,400LD-TT1213-qq-e-199k,400LD-TT1213,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のパイロットベアリングが必要となります。,,,103000,63,0,,,,
トヨタ,MR2,SW20,3S-GTE,,HP(高圧着タイプ)<br>プッシュ式,シングル,400Light,74065,,291518,400L-HP-TT0303-qq-e-209k,400L-HP-TT0303,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>ピボットスペーサーが付属しています。,,,103000,63,0,,,,
トヨタ,MR2,SW20,3S-GTE,,STD(標準圧着タイプ)<br>プッシュ式,シングル,400Light,71971,,291530,400L-TT0303-qq-e-208k,400L-TT0303,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>ピボットスペーサーが付属しています。,,,100000,63,0,,,,
トヨタ,MR-S,ZZW30,1ZZ,,HP(高圧着タイプ)<br>プッシュ式,シングル,250Light,71971,,291498,250L-HP-TT0710-qq-e-206k,250L-HP-TT0710,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,100000,63,0,,,,
トヨタ,アルテッツァ,SXE10,3S-GE,,HP(高圧着タイプ)<br>プッシュ式,シングル,250Light,74065,,291987,250L-HP-TT0305-qq-e-211k,250L-HP-TT0305,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルト(90105-12312)を用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。<br>純正のフライホイールボルト(90105-12312×8本)が必要となります。純正のパイロットベアリングが必要となります。,,,103000,63,0,,,,
トヨタ,ヴィッツRS,NCP13,1NZ-FE,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291505,250L-TT0911-qq-e-449k,250L-TT0911,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,ヴィッツRS,NCP131,1NZ-FE,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291993,250L-TT0911-qq-e-451k,250L-TT0911,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,ヴィッツRS,NCP91,1NZ-FE,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291506,250L-TT0911-qq-e-453k,250L-TT0911,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,ヴェロッサ,JZX110,1JZ-GTE,,HP(高圧着タイプ)<br>プッシュ式,シングル,400Light,103382,,291517,400L-HP-TT0202-qq-e-455k,400L-HP-TT0202,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Cタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,145000,63,0
トヨタ,ヴェロッサ,JZX110,1JZ-GTE,,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,291983,P400L-HP-TT0202-qq-e-456k,P400L-HP-TT0202,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,120000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE101,4A-G,,HP(高圧着タイプ)<br>プッシュ式,シングル,250Light,71971,,291494,250L-HP-TT0407-qq-e-217k,250L-HP-TT0407,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,100000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE101,4A-G,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291500,250L-TT0407-qq-e-216k,250L-TT0407,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE111,4A-G,,HP(高圧着タイプ)<br>プッシュ式,シングル,250Light,71971,,291495,250L-HP-TT0407-qq-e-220k,250L-HP-TT0407,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,100000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE111,4A-G,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291501,250L-TT0407-qq-e-219k,250L-TT0407,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE86,4A-G,,HP(高圧着タイプ)<br>プッシュ式,シングル,250Light,71971,,291493,250L-HP-TT0406-qq-e-222k,250L-HP-TT0406,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,100000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE86,4A-G,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291499,250L-TT0406-qq-e-223k,250L-TT0406,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE92,4A-G,,HP(高圧着タイプ)<br>プッシュ式,シングル,250Light,71971,,291988,250L-HP-TT0407-qq-e-226k,250L-HP-TT0407,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,100000,63,0
トヨタ,カローラレビン/スプリンタートレノ,AE92,4A-G,,STD(標準圧着タイプ)<br>プッシュ式,シングル,250Light,69876,,291502,250L-TT0407-qq-e-227k,250L-TT0407,ORC,Light Series ORC-250Light(シングル),Light Series ORC-250Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,97000,63,0
トヨタ,クレスタ,JZX100,1JZ-GTE,,HP(高圧着タイプ)<br>プッシュ式,シングル,400Light,103382,,291511,400L-HP-TT0202-qq-e-230k,400L-HP-TT0202,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Cタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,145000,63,0
トヨタ,クレスタ,JZX100,1JZ-GTE,,HP(高圧着タイプ)<br>プル式,シングル,400Light,85931,,291974,P400L-HP-TT0202-qq-e-229k,P400L-HP-TT0202,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:純正品をご使用ください。,,,120000,63,0
トヨタ,クレスタ,JZX90,1JZ-GTE,,HP(高圧着タイプ)<br>プッシュ式,シングル,400Light,103382,,291998,400L-HP-TT0202-qq-e-250k,400L-HP-TT0202,ORC,Light Series ORC-400Light(シングル),Light Series ORC-400Light,Light Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Cタイプ)<br>専用変換キット:クラッチKITに付属されております。,,,145000,63,0
