自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,入り送料,,規格1,パターン数,管理用コード
スバル,BRZ,ZC6,FA20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,111060,,291615,ORC-309D-TT1213-RC-qq-e-555k,ORC-309D-TT1213-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正のパイロットベアリングが必要となります。,,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,156000,0,,,,
スバル,WRX,VAB,EJ20T,6MTのみ,HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659RC,161317,,291931,ORC-P659-SB0102-RC-qq-e-567k,ORC-P659-SB0102-RC,ORC,Racing Concept ORC-659-RC(ツイン),Racing Concept ORC659RC,Racing Concept,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,228000,0,,,,
スバル,インプレッサ,GDB,EJ20T,6MTのみ,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659RC,161317,,291932,ORC-P659-SB0102-RC-qq-e-580k,ORC-P659-SB0102-RC,ORC,Racing Concept ORC-659-RC(ツイン),Racing Concept ORC659RC,Racing Concept,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,受注生産品(3週間程度),228000,0,,,,
スバル,インプレッサ,GRB,EJ20T,6MTのみ,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659RC,161317,,291933,ORC-P659-SB0102-RC-qq-e-588k,ORC-P659-SB0102-RC,ORC,Racing Concept ORC-659-RC(ツイン),Racing Concept ORC659RC,Racing Concept,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,受注生産品(3週間程度),228000,0,,,,
スバル,インプレッサ,GVB,EJ20T,6MTのみ,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659RC,161317,,292112,ORC-P659-SB0102-RC-qq-e-596k,ORC-P659-SB0102-RC,ORC,Racing Concept ORC-659-RC(ツイン),Racing Concept ORC659RC,Racing Concept,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,受注生産品(3週間程度),228000,0,,,,
トヨタ,86,ZN6,FA20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,111060,,291614,ORC-309D-TT1213-RC-qq-e-200k,ORC-309D-TT1213-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正のパイロットベアリングが必要となります。,,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,156000,0,,,,
トヨタ,カローラレビン/スプリンタートレノ,AE86,4A-G,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291611,ORC-309D-TT0406-RC-qq-e-225k,ORC-309D-TT0406-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,136000,0,,,,
日産,180SX,RPS13,SR20DE/SR20DET,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,142471,,291699,ORC-559-NS0207-RC-qq-e-11k,ORC-559-NS0207-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,201000,0,,,,
日産,サニー,B110,A12,,SE機構付き<br>STD(標準圧着タイプ)<br>プッシュ式,シングル,209RC,104079,,291563,ORC-209D-NS1012-RC-qq-e-17k,ORC-209D-NS1012-RC,ORC,Racing Concept ORC209RC(シングル),Racing Concept ORC209RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:指定スリーブ(日産純正スリーブ:30501-H8560)を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,146000,0,,,,
日産,サニー,B210,A12,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,209RC,104079,,291564,ORC-209D-NS1012-RC-qq-e-19k,ORC-209D-NS1012-RC,ORC,Racing Concept ORC209RC(シングル),Racing Concept ORC209RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:指定スリーブ(日産純正スリーブ:30501-H8560)を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,146000,0,,,,
日産,サニー,B310,A12,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,209RC,104079,,291565,ORC-209D-NS1012-RC-qq-e-21k,ORC-209D-NS1012-RC,ORC,Racing Concept ORC209RC(シングル),Racing Concept ORC209RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:指定スリーブ(日産純正スリーブ:30501-H8560)を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,146000,0,,,,
日産,サニー,B310,A14,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,209RC,104079,,291566,ORC-209D-NS1012-RC-qq-e-23k,ORC-209D-NS1012-RC,ORC,Racing Concept ORC209RC(シングル),Racing Concept ORC209RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:指定スリーブ(日産純正スリーブ:30501-H8560)を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,146000,0,,,,
日産,サニー,B310,A15,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,209RC,104079,,292016,ORC-209D-NS1012-RC-qq-e-25k,ORC-209D-NS1012-RC,ORC,Racing Concept ORC209RC(シングル),Racing Concept ORC209RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:指定スリーブ(日産純正スリーブ:30501-H8560)を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,146000,0,,,,
日産,シルビア,S14,SR20DE/SR20DET,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,142471,,291700,ORC-559-NS0207-RC-qq-e-50k,ORC-559-NS0207-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,201000,0,,,,
日産,シルビア,S15,SR20DE,5速車のみ,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,142471,,291701,ORC-559-NS0207-RC-qq-e-60k,ORC-559-NS0207-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,201000,0,,,,
日産,シルビア,S15,SR20DE/SR20DET,6速(5速車除く),STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,144565,,291702,ORC-559-NS0210-RC-qq-e-72k,ORC-559-NS0210-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>パイロットプッシュが付属しています。,,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,204000,0
日産,スカイライン,C10,L20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,147357,,291709,ORC-559-NS0911-RC-qq-e-77k,ORC-559-NS0911-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,208000,0
日産,スカイライン,C110,L20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,147357,,291710,ORC-559-NS0911-RC-qq-e-80k,ORC-559-NS0911-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,208000,0
日産,フェアレディZ,S130,L20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,147357,,292058,ORC-559-NS0911-RC-qq-e-156k,ORC-559-NS0911-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,208000,0
日産,フェアレディZ,S130,L28,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,147357,,292059,ORC-559-NS0911-RC-qq-e-162k,ORC-559-NS0911-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,208000,0
日産,フェアレディZ,S30,L20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,147357,,291707,ORC-559-NS0911-RC-qq-e-168k,ORC-559-NS0911-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,208000,0
日産,フェアレディZ,S30,L24,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559RC,147357,,291708,ORC-559-NS0911-RC-qq-e-174k,ORC-559-NS0911-RC,ORC,Racing Concept ORC-559-RC(ツイン),Racing Concept ORC559RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,208000,0
ホンダ,インテグラ,DB8,B18C,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291588,ORC-309D-HD0101-RC-qq-e-610k,ORC-309D-HD0101-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),受注生産品(3週間程度),136000,0
ホンダ,インテグラ,DC2,B18C,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,292025,ORC-309D-HD0101-RC-qq-e-614k,ORC-309D-HD0101-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,,受注生産品(3週間程度),136000,0
ホンダ,インテグラ,DC5,K20A,6MTのみ,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291595,ORC-309D-HD0505-RC-qq-e-618k,ORC-309D-HD0505-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度),136000,0
ホンダ,シビック,EK4,B16B,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291589,ORC-309D-HD0101-RC-qq-e-624k,ORC-309D-HD0101-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,,受注生産品(3週間程度),136000,0
ホンダ,シビック,EK9,B16B,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291590,ORC-309D-HD0101-RC-qq-e-628k,ORC-309D-HD0101-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,,受注生産品(3週間程度),136000,0
ホンダ,シビック,EP3,K20A,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291596,ORC-309D-HD0505-RC-qq-e-632k,ORC-309D-HD0505-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度),136000,0
ホンダ,シビック,FD2,K20A,6MTのみ,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309RC,97099,,291597,ORC-309D-HD0505-RC-qq-e-636k,ORC-309D-HD0505-RC,ORC,Racing Concept ORC-309-RC(シングル),Racing Concept ORC309RC,Racing Concept,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),,受注生産品(3週間程度),136000,0
マツダ,RX-7,FD3S,13B-REW,,SE機構付き<br>HP(高圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,659RC,161317,,291922,ORC-P659-MZ0102-RC-qq-e-489k,ORC-P659-MZ0102-RC,ORC,Racing Concept ORC-659-RC(ツイン),Racing Concept ORC659RC,Racing Concept,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>MAZDA純正カウンターウエイト(N3Y2-11-52X)が1個及び、取付ボルト(8051-27-235)が6本必要となります。,,受注生産品(3週間程度)<br>レース用にクラッチ重量を軽減しているため、アイドリングの安定性が損なわれる可能性があります。,228000,0
