自動車メーカー,車種,型式,年式,排気量,適合詳細,取付位置,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,種類,仕様,備考,注意事項,定価,SET価格
スズキ,スペーシア,MK42S,H27/5～H29/12,660,,フロント,11786,,272744,MX72k-EP441-qq-e-4532k,MX72k-EP441-qq-e-d-4532k,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,スペーシア,MK53S,H29/12～,660,2WD,フロント,11786,,272773,MX72k-EP516-qq-e-4533k,MX72k-EP516-qq-e-d-4533k,4515693868357,EP516,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,スペーシア,MK53S,H29/12～,660,4WD,フロント,11786,,272767,MX72k-EP503-qq-e-4534k,MX72k-EP503-qq-e-d-4534k,4515693861587,EP503,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,セルボ/セルボ・モード,CN22S,H3/9～H7/10,660,ABS付・No.100001～250000,フロント,11786,,282792,MX72k-EP237-qq-e-8286k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN22S,H3/9～H7/10,660,ターボ・3ドア・No.250001～370000,フロント,11786,,282793,MX72k-EP237-qq-e-8289k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN22S,H3/9～H7/10,660,ターボ・5ドア・No.700001～870000,フロント,11786,,287495,MX72k-EP237-qq-e-8290k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN22S/CP22S,H7/10～H10/6,660,ターボ・3ドア・No.370001～420000,フロント,11786,,288400,MX72k-EP237-qq-e-8293k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN22S/CP22S,H7/10～H10/6,660,ターボ・5ドア・No.870001～920000,フロント,11786,,288401,MX72k-EP237-qq-e-8294k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN31S,H2/7～H3/9,660,ABS無,フロント,11786,,282791,MX72k-EP237-qq-e-8283k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN31S/CP31S,H2/7～H3/9,660,ABS付,フロント,11786,,285630,MX72k-EP237-qq-e-8285k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN32S/CP32S,H3/9～H10/6,660,4輪ディスク,フロント,11786,,285631,MX72k-EP237-qq-e-8287k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN32S/CP32S,H3/9～H10/6,660,4輪ディスク,リア,11786,,286411,MX72k-EP286-qq-e-9262k,出さない,4515693832549,EP286,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CN32S/CP32S,H3/9～H10/6,660,リアドラム,フロント,11786,,285632,MX72k-EP237-qq-e-8288k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CP22S,H3/9～H7/10,660,ターボ・3ドア・No.250001～370000,フロント,11786,,289326,MX72k-EP237-qq-e-8291k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CP22S,H3/9～H7/10,660,ターボ・5ドア・No.800001～870000,フロント,11786,,290218,MX72k-EP237-qq-e-8292k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,CP31S,H2/7～H3/9,660,ABS無,フロント,11786,,284731,MX72k-EP237-qq-e-8284k,出さない,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,セルボ/セルボ・モード,HG21S,H18/11～,660,,フロント,11786,,282264,MX72k-EP441-qq-e-8295k,出さない,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,ソリオ,MA36S/MA46S,H27/8～,1300,,フロント,11786,,272680,MX72k-EP387-qq-e-4535k,MX72k-EP387-qq-e-d-4535k,4515693835564,EP387,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ツイン/ツインハイブリッド,EC22S/EC22S改,H15/1～H17/8,660,No.～122797,フロント,11786,,272614,MX72k-EP361-qq-e-4536k,MX72k-EP361-qq-e-d-4536k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ツイン/ツインハイブリッド,EC22S/EC22S改,H15/1～H17/8,660,No.122798～,フロント,11786,,272615,MX72k-EP361-qq-e-4537k,MX72k-EP361-qq-e-d-4537k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ハスラー,MR31S/MR41S,H26/1～,660,リアドラム,フロント,11786,,272774,MX72k-EP516-qq-e-4538k,MX72k-EP516-qq-e-d-4538k,4515693868357,EP516,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,パレット/パレットSW,MK21S,H20/1～H25/2,660,リアドラム,フロント,11786,,287896,MX72k-EP441-qq-e-8296k,出さない,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,パレット/パレットSW,MK21S,H21/9～H25/2,660,,フロント,11786,,283201,MX72k-EP441-qq-e-8297k,出さない,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スズキ,ワゴンR,CT21S,H7/2～H7/10,660,ターボ・No.100001～360000,フロント,11786,,272572,MX72k-EP237-qq-e-4539k,MX72k-EP237-qq-e-d-4539k,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,CV21S,H7/2～H7/10,660,4WD・ターボ・No.100001～360000,フロント,11786,,272573,MX72k-EP237-qq-e-4540k,MX72k-EP237-qq-e-d-4540k,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,CV21S/CT21S,H7/10～H10/10,660,CV21S(4WD・ターボ・No.150001～)/CT21S(ターボ・No.360001～),フロント,11786,,272574,MX72k-EP237-qq-e-4541k,MX72k-EP237-qq-e-d-4541k,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,CV51S/CT51S,H9/4～H10/10,660,FT・FTC・RV・FR・RS・RR・MC/RG・ターボ,フロント,11786,,272575,MX72k-EP237-qq-e-4542k,MX72k-EP237-qq-e-d-4542k,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,CV51S/CT51S,H9/4～H10/10,660,FX・FXC・RGS・SC・ABS付,フロント,11786,,272576,MX72k-EP237-qq-e-4543k,MX72k-EP237-qq-e-d-4543k,4515693830873,EP237,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MC11S/MC12S/MC21S/MC22S,H10/10～H15/9,660,リアドラム,フロント,11786,,272616,MX72k-EP361-qq-e-4544k,MX72k-EP361-qq-e-d-4544k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH21S,H15/9～H20/9,660,,フロント,11786,,272617,MX72k-EP361-qq-e-4545k,MX72k-EP361-qq-e-d-4545k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH21S,H17/9～H20/9,660,,フロント,11786,,272745,MX72k-EP441-qq-e-4546k,MX72k-EP441-qq-e-d-4546k,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH22S,H19/2～H20/9,660,,フロント,11786,,272746,MX72k-EP441-qq-e-4547k,MX72k-EP441-qq-e-d-4547k,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH23S,H20/9～H24/9,660,,フロント,11786,,272747,MX72k-EP441-qq-e-4548k,MX72k-EP441-qq-e-d-4548k,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH34S/MH44S,H24/9～H29/2,660,,フロント,11786,,272748,MX72k-EP441-qq-e-4549k,MX72k-EP441-qq-e-d-4549k,4515693837704,EP441,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH35S/MH55S,H29/2～,660,NA,フロント,11786,,272775,MX72k-EP516-qq-e-4550k,MX72k-EP516-qq-e-d-4550k,4515693868357,EP516,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スズキ,ワゴンR,MH35S/MH55S,H29/2～,660,ターボ,フロント,11786,,272768,MX72k-EP503-qq-e-4551k,MX72k-EP503-qq-e-d-4551k,4515693861587,EP503,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,R1,RJ1/RJ2,H16/12～H22/3,660,,フロント,11786,,272600,MX72k-EP361-qq-e-4484k,MX72k-EP361-qq-e-d-4484k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,R2,RC1/RC2,H15/12～H22/3,660,,フロント,11786,,272599,MX72k-EP361-qq-e-4483k,MX72k-EP361-qq-e-d-4483k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,ヴィヴィオ,KK3/KK4,H7/11～H10/9,660,4WD・ビストロ,フロント,11786,,272587,MX72k-EP295-qq-e-4486k,MX72k-EP295-qq-e-d-4486k,4515693851489,EP295,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,ヴィヴィオ,KK3/KK4/KW3/KW4/KY3,H4/3～H10/9,660,ビストロ含む,フロント,11786,,272586,MX72k-EP295-qq-e-4485k,MX72k-EP295-qq-e-d-4485k,4515693851489,EP295,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,ステラ,RN1/RN2,H18/6～,660,,フロント,11786,,272601,MX72k-EP361-qq-e-4487k,MX72k-EP361-qq-e-d-4487k,4515693834871,EP361,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,デックス,M401F/M411F,H20/11～H24/11,1300,,フロント,11786,,272676,MX72k-EP387-qq-e-4488k,MX72k-EP387-qq-e-d-4488k,4515693835564,EP387,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,プレオ,L275/L285,H22/4～,660,,フロント,11786,,272637,MX72k-EP364-qq-e-4490k,MX72k-EP364-qq-e-d-4490k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,プレオ,RA1/RA2,H10/10～H22/1,660,4輪ディスク,フロント,11786,,272673,MX72k-EP369-qq-e-4489k,MX72k-EP369-qq-e-d-4489k,4515693835076,EP369,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,プレオ,RA1/RA2,H10/10～H22/1,660,4輪ディスク,リア,11786,,272585,MX72k-EP287-qq-e-9074k,MX72k-EP287-qq-e-d-9074k,4515693832587,EP287,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,プレオ,RA1/RA2/RV1/RV2,H10/10～H22/1,660,リアドラム,フロント,11786,,289711,MX72k-EP369-qq-e-8254k,出さない,4515693835076,EP369,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,出さない
スバル,ルクラ/ルクラカスタム,L455F,H22/4～,660,ターボ,フロント,11786,,272688,MX72k-EP415-qq-e-4491k,MX72k-EP415-qq-e-d-4491k,4515693836738,EP415,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,ルクラ/ルクラカスタム,L455F,H22/4～,660,ターボ除く,フロント,11786,,272638,MX72k-EP364-qq-e-4492k,MX72k-EP364-qq-e-d-4492k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
スバル,ルクラ/ルクラカスタム,L465F,H22/4～,660,,フロント,11786,,272689,MX72k-EP415-qq-e-4493k,MX72k-EP415-qq-e-d-4493k,4515693836738,EP415,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,MAX,L950S/L952S/L960S/L962S,H13/10～H15/8,660,ターボ,フロント,11786,,272628,MX72k-EP363-qq-e-4593k,MX72k-EP363-qq-e-d-4593k,4515693834925,EP363,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,MAX,L950S/L960S,H13/10～H15/8,660,NA,フロント,11786,,272655,MX72k-EP364-qq-e-4594k,MX72k-EP364-qq-e-d-4594k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,MAX,L950S/L960S,H15/8～H17/12,660,,フロント,11786,,272656,MX72k-EP364-qq-e-4596k,MX72k-EP364-qq-e-d-4596k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,MAX,L952S/L962S,H15/8～H17/12,660,,フロント,11786,,272629,MX72k-EP363-qq-e-4595k,MX72k-EP363-qq-e-d-4595k,4515693834925,EP363,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,YRV,M200G/M201G/M211G,H12/8～H17/8,1000～1300,NA・リアドラム,フロント,11786,,272632,MX72k-EP363-qq-e-4625k,MX72k-EP363-qq-e-d-4625k,4515693834925,EP363,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,YRV,M201G/M211G,H12/8～H17/8,1300,ターボ・リアドラム,フロント,11786,,272685,MX72k-EP387-qq-e-4626k,MX72k-EP387-qq-e-d-4626k,4515693835564,EP387,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,ウェイク,LA700S/LA710S,H26/11～,660,,フロント,11786,,272769,MX72k-EP503-qq-e-4552k,MX72k-EP503-qq-e-d-4552k,4515693861587,EP503,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,要形状確認,,16000,13800
ダイハツ,エッセ,L235S,H17/11～H23/5,660,,フロント,11786,,272639,MX72k-EP364-qq-e-4553k,MX72k-EP364-qq-e-d-4553k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,エッセ,L245S,H17/11～H23/5,660,,フロント,11786,,272640,MX72k-EP364-qq-e-4554k,MX72k-EP364-qq-e-d-4554k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
ダイハツ,オプティ,L800S/L810S,H10/10～H14/08,660,L800S(NA)/L810S(NA・ABS付),フロント,11786,,272641,MX72k-EP364-qq-e-4556k,MX72k-EP364-qq-e-d-4556k,4515693834956,EP364,ENDLESS,ブレーキパッド,MX72k,ローター適正温度域:50～700℃<br>平均摩擦係数:0.37～0.47<br>材質:セミメタル(セラミックカーボンメタル)<br>走行フィールド:ストリート～サーキット<br>ベストマッチタイヤ:ラジアル～ハイグリップラジアル,,,16000,13800
